dateFrom;dateThru;Group;promotionType;sku;store
6.11.2014;3.12.2014;Special;ndir;1113493;
6.11.2014;3.12.2014;Special;ndir;1100484;
6.11.2014;3.12.2014;Special;ndir;1089662;
6.11.2014;3.12.2014;Special;ndir;1086953;
6.11.2014;3.12.2014;Special;ndir;1078415;
6.11.2014;3.12.2014;Special;ndir;1036974;
6.11.2014;3.12.2014;Special;ndir;1036968;
6.11.2014;3.12.2014;Special;ndir;1024163;
3.09.2014;31.12.2014;Other;Dept extra;2021763;
3.09.2014;31.12.2014;Other;Dept extra;2021383;
3.09.2014;31.12.2014;Other;Dept extra;2021382;
3.09.2014;31.12.2014;Other;Dept extra;2021130;
3.09.2014;31.12.2014;Other;Dept extra;2020874;
3.09.2014;31.12.2014;Other;Dept extra;2020518;
3.09.2014;31.12.2014;Other;Dept extra;2019877;
3.09.2014;31.12.2014;Other;Dept extra;2019778;
3.09.2014;31.12.2014;Other;Dept extra;2019616;
3.09.2014;31.12.2014;Other;Dept extra;2019592;
3.09.2014;31.12.2014;Other;Dept extra;2019568;
3.09.2014;31.12.2014;Other;Dept extra;2019330;
3.09.2014;31.12.2014;Other;Dept extra;2019007;
3.09.2014;31.12.2014;Other;Dept extra;2018588;
3.09.2014;31.12.2014;Other;Dept extra;2018528;
3.09.2014;31.12.2014;Other;Dept extra;2018367;
3.09.2014;31.12.2014;Other;Dept extra;2017533;
3.09.2014;31.12.2014;Other;Dept extra;2017519;
3.09.2014;31.12.2014;Other;Dept extra;2017473;
3.09.2014;31.12.2014;Other;Dept extra;2016391;
3.09.2014;31.12.2014;Other;Dept extra;2016374;
3.09.2014;31.12.2014;Other;Dept extra;2016310;
3.09.2014;31.12.2014;Other;Dept extra;2014273;
3.09.2014;31.12.2014;Other;Dept extra;2014272;
3.09.2014;31.12.2014;Other;Dept extra;2014271;
3.09.2014;31.12.2014;Other;Dept extra;2014267;
3.09.2014;31.12.2014;Other;Dept extra;2013934;
3.09.2014;31.12.2014;Other;Dept extra;2012700;
3.09.2014;31.12.2014;Other;Dept extra;2010774;
3.09.2014;31.12.2014;Other;Dept extra;2010150;
3.09.2014;31.12.2014;Other;Dept extra;2004122;
3.09.2014;31.12.2014;Other;Dept extra;1157013;
3.09.2014;31.12.2014;Other;Dept extra;1156948;
3.09.2014;31.12.2014;Other;Dept extra;1156633;
3.09.2014;31.12.2014;Other;Dept extra;1156587;
3.09.2014;31.12.2014;Other;Dept extra;1156585;
3.09.2014;31.12.2014;Other;Dept extra;1156584;
3.09.2014;31.12.2014;Other;Dept extra;1156583;
3.09.2014;31.12.2014;Other;Dept extra;1156552;
3.09.2014;31.12.2014;Other;Dept extra;1156551;
3.09.2014;31.12.2014;Other;Dept extra;1156550;
3.09.2014;31.12.2014;Other;Dept extra;1156548;
3.09.2014;31.12.2014;Other;Dept extra;1156541;
3.09.2014;31.12.2014;Other;Dept extra;1156482;
3.09.2014;31.12.2014;Other;Dept extra;1156481;
3.09.2014;31.12.2014;Other;Dept extra;1156480;
3.09.2014;31.12.2014;Other;Dept extra;1156378;
3.09.2014;31.12.2014;Other;Dept extra;1156304;
3.09.2014;31.12.2014;Other;Dept extra;1156303;
3.09.2014;31.12.2014;Other;Dept extra;1156302;
3.09.2014;31.12.2014;Other;Dept extra;1156031;
3.09.2014;31.12.2014;Other;Dept extra;1155657;
3.09.2014;31.12.2014;Other;Dept extra;1155077;
3.09.2014;31.12.2014;Other;Dept extra;1155076;
3.09.2014;31.12.2014;Other;Dept extra;1155052;
3.09.2014;31.12.2014;Other;Dept extra;1155046;
3.09.2014;31.12.2014;Other;Dept extra;1152503;
3.09.2014;31.12.2014;Other;Dept extra;1152435;
3.09.2014;31.12.2014;Other;Dept extra;1152413;
3.09.2014;31.12.2014;Other;Dept extra;1152121;
3.09.2014;31.12.2014;Other;Dept extra;1152102;
3.09.2014;31.12.2014;Other;Dept extra;1151862;
3.09.2014;31.12.2014;Other;Dept extra;1151837;
3.09.2014;31.12.2014;Other;Dept extra;1151836;
3.09.2014;31.12.2014;Other;Dept extra;1151835;
3.09.2014;31.12.2014;Other;Dept extra;1151834;
3.09.2014;31.12.2014;Other;Dept extra;1151833;
3.09.2014;31.12.2014;Other;Dept extra;1147677;
3.09.2014;31.12.2014;Other;Dept extra;1146843;
3.09.2014;31.12.2014;Other;Dept extra;1146771;
3.09.2014;31.12.2014;Other;Dept extra;1146469;
3.09.2014;31.12.2014;Other;Dept extra;1146468;
3.09.2014;31.12.2014;Other;Dept extra;1146467;
3.09.2014;31.12.2014;Other;Dept extra;1146466;
3.09.2014;31.12.2014;Other;Dept extra;1146464;
3.09.2014;31.12.2014;Other;Dept extra;1146462;
3.09.2014;31.12.2014;Other;Dept extra;1146437;
3.09.2014;31.12.2014;Other;Dept extra;1145723;
3.09.2014;31.12.2014;Other;Dept extra;1145672;
3.09.2014;31.12.2014;Other;Dept extra;1145670;
3.09.2014;31.12.2014;Other;Dept extra;1145669;
3.09.2014;31.12.2014;Other;Dept extra;1145668;
3.09.2014;31.12.2014;Other;Dept extra;1145667;
3.09.2014;31.12.2014;Other;Dept extra;1145666;
3.09.2014;31.12.2014;Other;Dept extra;1144979;
3.09.2014;31.12.2014;Other;Dept extra;1143947;
3.09.2014;31.12.2014;Other;Dept extra;1143893;
3.09.2014;31.12.2014;Other;Dept extra;1143625;
3.09.2014;31.12.2014;Other;Dept extra;1143623;
3.09.2014;31.12.2014;Other;Dept extra;1143619;
3.09.2014;31.12.2014;Other;Dept extra;1143615;
3.09.2014;31.12.2014;Other;Dept extra;1143614;
3.09.2014;31.12.2014;Other;Dept extra;1143612;
3.09.2014;31.12.2014;Other;Dept extra;1143611;
3.09.2014;31.12.2014;Other;Dept extra;1143610;
3.09.2014;31.12.2014;Other;Dept extra;1143609;
3.09.2014;31.12.2014;Other;Dept extra;1143608;
3.09.2014;31.12.2014;Other;Dept extra;1143605;
3.09.2014;31.12.2014;Other;Dept extra;1143604;
3.09.2014;31.12.2014;Other;Dept extra;1143603;
3.09.2014;31.12.2014;Other;Dept extra;1136360;
3.09.2014;31.12.2014;Other;Dept extra;1122168;
3.09.2014;31.12.2014;Other;Dept extra;1114066;
3.09.2014;31.12.2014;Other;Dept extra;1111685;
3.09.2014;31.12.2014;Other;Dept extra;1111684;
3.09.2014;31.12.2014;Other;Dept extra;1111683;
3.09.2014;31.12.2014;Other;Dept extra;1111682;
3.09.2014;31.12.2014;Other;Dept extra;1111681;
3.09.2014;31.12.2014;Other;Dept extra;1111680;
3.09.2014;31.12.2014;Other;Dept extra;1111679;
3.09.2014;31.12.2014;Other;Dept extra;1111678;
3.09.2014;31.12.2014;Other;Dept extra;1092753;
3.09.2014;31.12.2014;Other;Dept extra;1090475;
5.12.2014;30.01.2015;flyer;Flyer;2022504;
5.12.2014;30.01.2015;flyer;Flyer;2020572;
5.12.2014;30.01.2015;flyer;Flyer;2019812;
5.12.2014;30.01.2015;flyer;Flyer;2019330;
5.12.2014;30.01.2015;flyer;Flyer;2019131;
5.12.2014;30.01.2015;flyer;Flyer;2018709;
5.12.2014;30.01.2015;flyer;Flyer;2018456;
5.12.2014;30.01.2015;flyer;Flyer;2017742;
5.12.2014;30.01.2015;flyer;Flyer;1151027;
5.12.2014;30.01.2015;flyer;Flyer;1149951;
5.12.2014;30.01.2015;flyer;Flyer;1148793;
5.12.2014;30.01.2015;flyer;Flyer;1146428;
5.12.2014;30.01.2015;flyer;Flyer;1139123;
5.12.2014;30.01.2015;flyer;Flyer;1137166;
5.12.2014;30.01.2015;flyer;Flyer;1136951;
5.12.2014;30.01.2015;flyer;Flyer;1136716;
5.12.2014;30.01.2015;flyer;Flyer;1115262;
5.12.2014;30.01.2015;flyer;Flyer;1113805;
5.12.2014;30.01.2015;flyer;Flyer;1111699;
5.12.2014;30.01.2015;flyer;Flyer;1100769;
5.12.2014;30.01.2015;flyer;Flyer;1092791;
5.12.2014;30.01.2015;flyer;Flyer;1086476;
5.12.2014;30.01.2015;flyer;Flyer;1024163;
